accession,name,ftp_path
GCA_030563805.1,GCA_030563805.1 [Candida] namnaoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/563/805/GCA_030563805.1_ASM3056380v1
GCA_030705115.1,GCA_030705115.1 [Candida] pseudoglaebosa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/705/115/GCA_030705115.1_ASM3070511v1
GCA_002094185.1,GCA_002094185.1 Spathaspora boniae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/094/185/GCA_002094185.1_ASM209418v1
GCA_030568425.1,GCA_030568425.1 Ambrosiozyma llanquihuensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/568/425/GCA_030568425.1_ASM3056842v1
GCA_030557545.1,GCA_030557545.1 Ogataea salicorniae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/557/545/GCA_030557545.1_ASM3055754v1
GCA_030570935.1,GCA_030570935.1 Geotrichum klebahnii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/570/935/GCA_030570935.1_ASM3057093v1
GCA_003705955.2,GCA_003705955.2 Zygosaccharomyces kombuchaensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/705/955/GCA_003705955.2_ASM370595v2
GCA_030705145.1,GCA_030705145.1 Hagleromyces aurorensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/705/145/GCA_030705145.1_ASM3070514v1
GCA_030568095.1,GCA_030568095.1 Naumovozyma baii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/568/095/GCA_030568095.1_ASM3056809v1
GCA_013623665.1,GCA_013623665.1 Fusarium sublunatum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/623/665/GCA_013623665.1_ASM1362366v1
GCA_004931855.1,GCA_004931855.1 Pichia inconspicua,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/931/855/GCA_004931855.1_ASM493185v1
GCA_003708355.3,GCA_003708355.3 Cyberlindnera maclurae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/708/355/GCA_003708355.3_ASM370835v3
GCA_030582795.1,GCA_030582795.1 Metschnikowia chrysomelidarum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/582/795/GCA_030582795.1_ASM3058279v1
GCA_030573955.1,GCA_030573955.1 Yamadazyma triangularis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/573/955/GCA_030573955.1_ASM3057395v1
GCA_003705915.2,GCA_003705915.2 Lipomyces lipofer,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/705/915/GCA_003705915.2_ASM370591v2
GCA_037178605.1,GCA_037178605.1 Colletotrichum euphorbiae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/178/605/GCA_037178605.1_ASM3717860v1
GCA_030569515.1,GCA_030569515.1 Barnettozyma vustinii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/569/515/GCA_030569515.1_ASM3056951v1
GCA_030564925.1,GCA_030564925.1 Dipodascus aggregatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/564/925/GCA_030564925.1_ASM3056492v1
GCA_013186755.1,GCA_013186755.1 Fusarium begoniae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/186/755/GCA_013186755.1_ASM1318675v1
GCA_030557875.1,GCA_030557875.1 Candida neerlandica,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/557/875/GCA_030557875.1_ASM3055787v1
GCA_002374405.1,GCA_002374405.1 Metschnikowia cubensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/374/405/GCA_002374405.1_ASM237440v1
GCA_030579415.1,GCA_030579415.1 Pichia eremophila,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/579/415/GCA_030579415.1_ASM3057941v1
GCA_030572575.1,GCA_030572575.1 Scheffersomyces insectosa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/572/575/GCA_030572575.1_ASM3057257v1
GCA_030582695.1,GCA_030582695.1 [Candida] golubevii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/582/695/GCA_030582695.1_ASM3058269v1
GCA_030705205.1,GCA_030705205.1 Huiozyma sinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/705/205/GCA_030705205.1_ASM3070520v1
GCA_030557175.1,GCA_030557175.1 Cyberlindnera japonica,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/557/175/GCA_030557175.1_ASM3055717v1
GCA_030558835.1,GCA_030558835.1 Blastobotrys illinoisensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/558/835/GCA_030558835.1_ASM3055883v1
GCA_030571545.1,GCA_030571545.1 Zygosaccharomyces gambellarensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/571/545/GCA_030571545.1_ASM3057154v1
GCA_003670145.1,GCA_003670145.1 Fusarium subtropicale,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/670/145/GCA_003670145.1_ASM367014v1
GCA_030579755.1,GCA_030579755.1 Starmerella gropengiesseri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/579/755/GCA_030579755.1_ASM3057975v1
GCA_003116915.1,GCA_003116915.1 Takashimella tepidaria (nom. inval.),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/116/915/GCA_003116915.1_JCM_11965_assembly_v001
GCA_030567275.1,GCA_030567275.1 Hanseniaspora lachancei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/567/275/GCA_030567275.1_ASM3056727v1
GCA_021655885.1,GCA_021655885.1 Fusarium abutilonis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/655/885/GCA_021655885.1_ASM2165588v1
GCA_030567655.1,GCA_030567655.1 Nakazawaea ernobii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/567/655/GCA_030567655.1_ASM3056765v1
GCA_002778055.1,GCA_002778055.1 Dryadomyces sulphureus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/778/055/GCA_002778055.1_ASM277805v1
GCA_030566025.1,GCA_030566025.1 Geotrichum cucujoidarum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/566/025/GCA_030566025.1_ASM3056602v1
GCA_004154915.1,GCA_004154915.1 Monosporascus ibericus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/154/915/GCA_004154915.1_ASM415491v1
GCA_030444945.1,GCA_030444945.1 Hyphopichia fennica,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/444/945/GCA_030444945.1_ASM3044494v1
GCF_024244105.1,GCF_024244105.1 Nematocida minor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/244/105/GCF_024244105.1_nmin_JUm1510
GCA_038382285.1,GCA_038382285.1 Ceratocystis cubensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/382/285/GCA_038382285.1_ASM3838228v1
GCA_030558495.1,GCA_030558495.1 Pichia insulana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/558/495/GCA_030558495.1_ASM3055849v1
GCA_030569435.1,GCA_030569435.1 Metschnikowia koreensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/569/435/GCA_030569435.1_ASM3056943v1
GCA_039545415.1,GCA_039545415.1 Udeniomyces megalosporus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/545/415/GCA_039545415.1_JCM_5269_assembly_v001
GCA_030581555.1,GCA_030581555.1 [Candida] argentea,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/581/555/GCA_030581555.1_ASM3058155v1
GCA_030567475.1,GCA_030567475.1 Ambrosiozyma angophorae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/567/475/GCA_030567475.1_ASM3056747v1
GCA_013186855.1,GCA_013186855.1 Fusarium ramigenum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/186/855/GCA_013186855.1_ASM1318685v1
GCA_013396025.1,GCA_013396025.1 Fusarium phyllophilum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/396/025/GCA_013396025.1_ASM1339602v1
GCA_030572215.1,GCA_030572215.1 Limtongozyma cylindracea,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/572/215/GCA_030572215.1_ASM3057221v1
GCA_030573755.1,GCA_030573755.1 Starmera amethionina,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/573/755/GCA_030573755.1_ASM3057375v1
GCA_030571575.1,GCA_030571575.1 Kazachstania viticola,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/571/575/GCA_030571575.1_ASM3057157v1
GCA_012932025.1,GCA_012932025.1 Fusarium austroafricanum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/932/025/GCA_012932025.1_ASM1293202v1
GCA_030674215.1,GCA_030674215.1 Kodamaea nitidulidarum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/674/215/GCA_030674215.1_ASM3067421v1
GCA_030574555.1,GCA_030574555.1 Tortispora phaffii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/574/555/GCA_030574555.1_ASM3057455v1
GCA_024340015.1,GCA_024340015.1 Tolypocladium ovalisporum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/340/015/GCA_024340015.1_ASM2434001v1
GCA_013781345.1,GCA_013781345.1 Fusarium coicis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/781/345/GCA_013781345.1_ASM1378134v1
GCA_030557665.1,GCA_030557665.1 Trichomonascus apis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/557/665/GCA_030557665.1_ASM3055766v1
GCA_030705025.1,GCA_030705025.1 Myxozyma udenii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/705/025/GCA_030705025.1_ASM3070502v1
GCA_030563525.1,GCA_030563525.1 Nadsonia commutata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/563/525/GCA_030563525.1_ASM3056352v1
GCA_030565085.1,GCA_030565085.1 Sugiyamaella pinicola,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/565/085/GCA_030565085.1_ASM3056508v1
GCA_000504385.2,GCA_000504385.2 Exutisphaerella laricina CBS 326.52,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/385/GCA_000504385.2_ASM50438v2
GCA_030565105.1,GCA_030565105.1 Vanderwaltozyma verrucispora,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/565/105/GCA_030565105.1_ASM3056510v1
GCA_030567815.1,GCA_030567815.1 [Candida] piceae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/567/815/GCA_030567815.1_ASM3056781v1
GCA_014825775.1,GCA_014825775.1 Krasilnikovozyma curviuscula,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/825/775/GCA_014825775.1_ASM1482577v1
GCA_027579435.1,GCA_027579435.1 Candolleomyces eurysporus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/435/GCA_027579435.1_Candolleomyces_eurysporus_reassembly_enz
GCA_001696595.2,GCA_001696595.2 Aspergillus hancockii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/696/595/GCA_001696595.2_ASM169659v2
GCA_003705115.2,GCA_003705115.2 Ogataea henricii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/705/115/GCA_003705115.2_ASM370511v2
GCA_011320165.1,GCA_011320165.1 Fusarium protoensiforme,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/320/165/GCA_011320165.1_ASM1132016v1
GCA_013186845.1,GCA_013186845.1 Fusarium sterilihyphosum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/186/845/GCA_013186845.1_ASM1318684v1
GCA_030565125.1,GCA_030565125.1 Candida pseudoviswanathii (nom. inval.),https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/565/125/GCA_030565125.1_ASM3056512v1
GCA_030578475.1,GCA_030578475.1 Hyphopichia wangnamkhiaoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/578/475/GCA_030578475.1_ASM3057847v1
GCA_030582535.1,GCA_030582535.1 Candida bohioensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/582/535/GCA_030582535.1_ASM3058253v1
GCA_019022785.1,GCA_019022785.1 Pseudomonodictys pantanalensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/022/785/GCA_019022785.1_UFMT_Lindgomycetaceae_A73
GCA_030568035.1,GCA_030568035.1 Tetrapisispora nanseiensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/568/035/GCA_030568035.1_ASM3056803v1
GCA_030583505.1,GCA_030583505.1 Sugiyamaella castrensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/583/505/GCA_030583505.1_ASM3058350v1
GCA_003705225.2,GCA_003705225.2 Ambrosiozyma vanderkliftii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/705/225/GCA_003705225.2_ASM370522v2
GCA_014825575.1,GCA_014825575.1 Phaffia australis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/825/575/GCA_014825575.1_ASM1482557v1
GCA_023509735.1,GCA_023509735.1 Fusarium liriodendri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/509/735/GCA_023509735.1_ASM2350973v1
GCA_021272955.1,GCA_021272955.1 Metschnikowia ahupensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/272/955/GCA_021272955.1_ASM2127295v1
GCA_013396165.1,GCA_013396165.1 Fusarium globosum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/396/165/GCA_013396165.1_ASM1339616v1
GCA_000733355.1,GCA_000733355.1 Falciphora oryzae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/733/355/GCA_000733355.1_ASM73335v1
GCA_039545235.1,GCA_039545235.1 Mrakia aquatica,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/545/235/GCA_039545235.1_JCM_1775_assembly_v001
GCA_030574715.1,GCA_030574715.1 Wickerhamomyces strasburgensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/574/715/GCA_030574715.1_ASM3057471v1
GCA_030574255.1,GCA_030574255.1 Groenewaldozyma tartarivorans,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/574/255/GCA_030574255.1_ASM3057425v1
GCA_030556585.1,GCA_030556585.1 Geotrichum carabidarum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/556/585/GCA_030556585.1_ASM3055658v1
GCA_030564265.1,GCA_030564265.1 Blastobotrys attinorum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/564/265/GCA_030564265.1_ASM3056426v1
GCA_015266385.1,GCA_015266385.1 Trichoderma oligosporum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/266/385/GCA_015266385.1_ASM1526638v1
GCA_030574735.1,GCA_030574735.1 Wickerhamomyces sydowiorum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/574/735/GCA_030574735.1_ASM3057473v1
GCA_030568135.1,GCA_030568135.1 Vanderwaltozyma yarrowii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/568/135/GCA_030568135.1_ASM3056813v1
GCA_033296705.1,GCA_033296705.1 Chaetomidium leptoderma,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/296/705/GCA_033296705.1_Chale1
GCA_004124955.1,GCA_004124955.1 Starmerella riodocensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/124/955/GCA_004124955.1_ASM412495v1
GCA_030583145.1,GCA_030583145.1 Metschnikowia vanudenii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/583/145/GCA_030583145.1_ASM3058314v1
GCA_001657455.1,GCA_001657455.1 Spathaspora girioi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/657/455/GCA_001657455.1_ASM165745v1
GCA_030572435.1,GCA_030572435.1 Candida labiduridarum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/572/435/GCA_030572435.1_ASM3057243v1
GCA_030564125.1,GCA_030564125.1 Myxozyma lipomycoides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/564/125/GCA_030564125.1_ASM3056412v1
GCA_030565045.1,GCA_030565045.1 Starmera caribaea,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/565/045/GCA_030565045.1_ASM3056504v1
GCA_030569195.1,GCA_030569195.1 Hyphopichia khmerensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/569/195/GCA_030569195.1_ASM3056919v1
GCA_002374485.1,GCA_002374485.1 Metschnikowia santaceciliae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/374/485/GCA_002374485.1_ASM237448v1
GCA_038382385.1,GCA_038382385.1 Ceratocystis xanthosomatis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/382/385/GCA_038382385.1_ASM3838238v1
GCA_027575805.1,GCA_027575805.1 Mycoemilia scoparia,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/575/805/GCA_027575805.1_UCR_MyscNBRC100468_1.0
GCA_030564085.1,GCA_030564085.1 Nakaseomyces uthaithaninus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/564/085/GCA_030564085.1_ASM3056408v1
GCA_030564905.1,GCA_030564905.1 Geotrichum fermentans,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/564/905/GCA_030564905.1_ASM3056490v1
GCA_030574475.1,GCA_030574475.1 Trigonopsis californica,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/574/475/GCA_030574475.1_ASM3057447v1
GCA_014825565.1,GCA_014825565.1 Phaffia tasmanica,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/825/565/GCA_014825565.1_ASM1482556v1
GCA_030569395.1,GCA_030569395.1 Cyberlindnera rhodanensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/569/395/GCA_030569395.1_ASM3056939v1
GCA_030568215.1,GCA_030568215.1 Lipomyces kockii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/568/215/GCA_030568215.1_ASM3056821v1
GCA_002370635.1,GCA_002370635.1 Metschnikowia cerradonensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/370/635/GCA_002370635.1_ASM237063v1
GCA_013395995.1,GCA_013395995.1 Fusarium pseudoanthophilum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/395/995/GCA_013395995.1_ASM1339599v1
GCA_018360045.1,GCA_018360045.1 Claviceps capensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/045/GCA_018360045.1_CSU_CCC1504_v1
GCA_024340515.1,GCA_024340515.1 Tolypocladium geodes,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/340/515/GCA_024340515.1_ASM2434051v1
GCA_026122155.1,GCA_026122155.1 Zymoseptoria crescenta,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/122/155/GCA_026122155.1_ASM2612215v1
GCA_030674245.1,GCA_030674245.1 Jamesozyma piceae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/674/245/GCA_030674245.1_ASM3067424v1
GCA_000787455.1,GCA_000787455.1 Evansstolkia leycettana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/787/455/GCA_000787455.1_ASM78745v1
GCA_038407105.1,GCA_038407105.1 Ceratocystis uchidae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/407/105/GCA_038407105.1_ASM3840710v1
GCA_023334535.1,GCA_023334535.1 Pythium vanterpoolii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/535/GCA_023334535.1_ASM2333453v1
GCA_003705695.2,GCA_003705695.2 Blastobotrys serpentis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/705/695/GCA_003705695.2_ASM370569v2
GCA_018360065.1,GCA_018360065.1 Claviceps pazoutovae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/360/065/GCA_018360065.1_CSU_CCC1485_v1
GCA_038092235.1,GCA_038092235.1 Leccinum boreale,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/092/235/GCA_038092235.1_MICH11247-Leccinum-boreale
GCA_001483325.1,GCA_001483325.1 Huntiella savannae,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/325/GCA_001483325.1_ASM148332v1
GCA_004366825.1,GCA_004366825.1 Colletotrichum spinosum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/366/825/GCA_004366825.1_ASM436682v1
GCA_030572235.1,GCA_030572235.1 Ambrosiozyma kamigamensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/572/235/GCA_030572235.1_ASM3057223v1
GCA_019649525.1,GCA_019649525.1 Hanseniaspora lindneri,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/649/525/GCA_019649525.1_ASM1964952v1
GCA_030571615.1,GCA_030571615.1 Jamesozyma hellenica,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/571/615/GCA_030571615.1_ASM3057161v1
GCA_003031705.1,GCA_003031705.1 Calonectria naviculata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/705/GCA_003031705.1_ASM303170v1
GCA_030583365.1,GCA_030583365.1 Sugiyamaella japonica,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/583/365/GCA_030583365.1_ASM3058336v1
GCA_013266185.1,GCA_013266185.1 Fusarium sarcochroum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/266/185/GCA_013266185.1_ASM1326618v1
GCA_030557085.1,GCA_030557085.1 Candida gigantensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/557/085/GCA_030557085.1_ASM3055708v1
GCA_030555795.1,GCA_030555795.1 Starmerella sorbosivorans,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/555/795/GCA_030555795.1_ASM3055579v1
GCA_009805285.1,GCA_009805285.1 Neurospora terricola FGSC 1889,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/805/285/GCA_009805285.1_ASM980528v1
GCA_038091635.1,GCA_038091635.1 Leccinum snellii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/091/635/GCA_038091635.1_MICH11281-Leccinum-snellii
GCA_023334545.1,GCA_023334545.1 Salisapilia sapeloensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/545/GCA_023334545.1_ASM2333454v1
GCA_030566875.1,GCA_030566875.1 Wickerhamomyces chaumierensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/566/875/GCA_030566875.1_ASM3056687v1
GCA_013184415.1,GCA_013184415.1 Fusarium concolor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/184/415/GCA_013184415.1_ASM1318441v1
GCA_020002355.1,GCA_020002355.1 Intubia oerlemansii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/002/355/GCA_020002355.1_ASM2000235v1
GCA_003012195.1,GCA_003012195.1 Trichothecium ovalisporum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/195/GCA_003012195.1_Spicellum_ovalisporum_DAOM186447_SOVAL_contigs
GCA_003032515.1,GCA_003032515.1 Huntiella decipiens,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/032/515/GCA_003032515.1_ASM303251v1
GCA_030555655.1,GCA_030555655.1 Starmerella floris,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/555/655/GCA_030555655.1_ASM3055565v1
GCA_030567495.1,GCA_030567495.1 Ambrosiozyma neoplatypodis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/567/495/GCA_030567495.1_ASM3056749v1
GCA_030567395.1,GCA_030567395.1 Citeromyces hawaiiensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/567/395/GCA_030567395.1_ASM3056739v1
GCA_030585065.1,GCA_030585065.1 Blastobotrys persicus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/585/065/GCA_030585065.1_ASM3058506v1
GCA_004016185.1,GCA_004016185.1 Quambalaria eucalypti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/016/185/GCA_004016185.1_ASM401618v1
GCA_013186785.1,GCA_013186785.1 Fusarium pseudonygamai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/186/785/GCA_013186785.1_ASM1318678v1
GCA_030572835.1,GCA_030572835.1 Trichomonascus vanleenenianus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/572/835/GCA_030572835.1_ASM3057283v1
GCA_003709265.2,GCA_003709265.2 Grigorovia yakushimaensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/709/265/GCA_003709265.2_ASM370926v2
GCA_002116395.1,GCA_002116395.1 Ramularia endophylla CBS 113265,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/395/GCA_002116395.1_ASM211639v1
GCA_030574275.1,GCA_030574275.1 Pichia sporocuriosa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/574/275/GCA_030574275.1_ASM3057427v1
GCA_030564325.1,GCA_030564325.1 Blastobotrys capitulatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/564/325/GCA_030564325.1_ASM3056432v1
GCA_027475765.1,GCA_027475765.1 Paralagenidium karlingii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/475/765/GCA_027475765.1_ASM2747576v1
GCA_030573635.1,GCA_030573635.1 Trichomonascus ciferrii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/573/635/GCA_030573635.1_ASM3057363v1
GCA_014899075.1,GCA_014899075.1 Fusarium goolgardi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/899/075/GCA_014899075.1_ASM1489907v1
GCA_038091415.1,GCA_038091415.1 Leccinum variicolor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/091/415/GCA_038091415.1_MICH11293-Leccinum-variicolor
GCA_030570055.1,GCA_030570055.1 Blastobotrys chiropterorum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/570/055/GCA_030570055.1_ASM3057005v1
GCA_009829795.1,GCA_009829795.1 Lasiodiplodia gonubiensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/795/GCA_009829795.1_ASM982979v1
GCA_030557055.1,GCA_030557055.1 Candida tetrigidarum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/557/055/GCA_030557055.1_ASM3055705v1
GCA_024340025.1,GCA_024340025.1 Tolypocladium tundrense,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/340/025/GCA_024340025.1_ASM2434002v1
GCA_030570135.1,GCA_030570135.1 Pichia deserticola,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/570/135/GCA_030570135.1_ASM3057013v1
GCA_030565065.1,GCA_030565065.1 Pichia cephalocereana,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/565/065/GCA_030565065.1_ASM3056506v1
GCA_038090955.1,GCA_038090955.1 Xerocomellus intermedius,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/090/955/GCA_038090955.1_MICH4995-Boletellus-intermedius
